measure_id,measure_name,method,n_draws,point,mean,median,lower,upper,prob_gt_zero,mean_negative_cells_per_draw,mean_raw_ratio_gt1_cells_per_draw
1,Deaths,main_block3_proxy,0,107.39178682760256,107.39178682760256,107.39178682760256,20.26002813449704,347.1423069342369,1.0,,
2,DALYs (Disability-Adjusted Life Years),main_block3_proxy,0,2797.13394827697,2797.13394827697,2797.13394827697,532.8235955148606,9047.828857786364,1.0,,
1,Deaths,summary_ui_lognormal_rho_0.8,10000,107.39178682760256,143.518273420474,111.61824152021576,31.467034693798706,442.16486050023,1.0,,
2,DALYs (Disability-Adjusted Life Years),summary_ui_lognormal_rho_0.8,10000,2797.133948276969,3704.5664900067927,2905.510520625221,808.1360582287184,11643.933832973533,1.0,,
1,Deaths,rr_psa_capped,10000,107.39178682760256,110.6331703535372,107.44453539797904,102.83794690773254,113.22540360911024,1.0,0.0,7.958
2,DALYs (Disability-Adjusted Life Years),rr_psa_capped,10000,2797.13394827697,2879.849372485822,2798.4798315398243,2685.4261600233244,2939.272884778315,1.0,0.0,7.958
1,Deaths,rr_psa_uncapped_sensitivity,10000,107.39178682760256,110.09975595754425,107.3810106849474,102.42729207391643,113.08417469695044,1.0,7.9558,7.9558
2,DALYs (Disability-Adjusted Life Years),rr_psa_uncapped_sensitivity,10000,2797.13394827697,2865.9308498806663,2796.646415637911,2675.995306624486,2935.795303731317,1.0,7.9558,7.9558
