avoidable_deaths,avoidable_dalys,deaths_share_total_pct,dalys_share_total_pct,dalys_share_high_bmi_pct,tmrel_dalys,tmrel_deaths,high_fpg_locations,high_bmi_locations,smoking_locations,dalys_2050_baseline,dalys_2050_scenario_a,dalys_2050_scenario_b,dalys_2050_scenario_a_reduction_pct,dalys_2050_scenario_b_reduction_pct
107.4,2797.1,0.411,0.397,11.29,24774.9,885.8,27,3,4,47.13063386222934,46.245484872489854,39.314508667599625,1.8780757167979567,16.58395942112203
